Toothbrush ID,Village ID,Date,Number of Times Brushed,Total Time Brushed (s)
toothbrush31,village3,2023-03-06,0,0
toothbrush31,village3,2023-03-07,1,54
toothbrush31,village3,2023-03-08,1,32
toothbrush31,village3,2023-03-09,1,107
toothbrush31,village3,2023-03-10,1,66
toothbrush31,village3,2023-03-11,2,86
toothbrush31,village3,2023-03-12,2,131
toothbrush31,village3,2023-03-13,2,179
toothbrush31,village3,2023-03-14,2,159
toothbrush31,village3,2023-03-15,1,91
toothbrush31,village3,2023-03-16,2,182
toothbrush31,village3,2023-03-17,2,112
toothbrush31,village3,2023-03-18,2,196
toothbrush31,village3,2023-03-19,2,177
toothbrush31,village3,2023-03-20,2,145
toothbrush31,village3,2023-03-21,2,176
toothbrush31,village3,2023-03-22,1,31
toothbrush31,village3,2023-03-23,0,0
toothbrush31,village3,2023-03-24,0,0
toothbrush31,village3,2023-03-25,0,0
toothbrush31,village3,2023-03-26,0,0
toothbrush31,village3,2023-03-27,2,221
toothbrush31,village3,2023-03-28,2,131
toothbrush31,village3,2023-03-29,1,118
toothbrush31,village3,2023-03-30,1,33
toothbrush31,village3,2023-03-31,2,128
toothbrush31,village3,2023-04-01,0,0
toothbrush31,village3,2023-04-02,2,109
toothbrush31,village3,2023-04-03,1,114
toothbrush31,village3,2023-04-04,0,0
toothbrush31,village3,2023-04-05,2,157
toothbrush31,village3,2023-04-06,2,115
toothbrush31,village3,2023-04-07,2,206
toothbrush31,village3,2023-04-08,1,85
toothbrush31,village3,2023-04-09,0,0
toothbrush31,village3,2023-04-10,0,0
toothbrush31,village3,2023-04-11,1,32
toothbrush31,village3,2023-04-12,0,0
toothbrush31,village3,2023-04-13,2,210
toothbrush31,village3,2023-04-14,0,0
toothbrush31,village3,2023-04-15,2,198
toothbrush31,village3,2023-04-16,1,50
toothbrush31,village3,2023-04-17,0,0
toothbrush31,village3,2023-04-18,0,0
toothbrush31,village3,2023-04-19,0,0
toothbrush31,village3,2023-04-20,2,178
toothbrush31,village3,2023-04-21,0,0
toothbrush31,village3,2023-04-22,1,30
toothbrush31,village3,2023-04-23,1,107
toothbrush31,village3,2023-04-24,0,0
toothbrush31,village3,2023-04-25,1,115
toothbrush31,village3,2023-04-26,0,0
toothbrush31,village3,2023-04-27,0,0
toothbrush31,village3,2023-04-28,0,0
toothbrush31,village3,2023-04-29,1,56
toothbrush31,village3,2023-04-30,0,0
toothbrush31,village3,2023-05-01,0,0
toothbrush31,village3,2023-05-02,2,97
toothbrush31,village3,2023-05-03,0,0
toothbrush31,village3,2023-05-04,2,186
toothbrush31,village3,2023-05-05,0,0
toothbrush31,village3,2023-05-06,1,40
toothbrush31,village3,2023-05-07,1,75
toothbrush31,village3,2023-05-08,2,102
toothbrush31,village3,2023-05-09,0,0
toothbrush31,village3,2023-05-10,1,106
toothbrush31,village3,2023-05-11,2,169
toothbrush31,village3,2023-05-12,1,43
toothbrush31,village3,2023-05-13,2,187
toothbrush31,village3,2023-05-14,0,0
toothbrush31,village3,2023-05-15,1,94
toothbrush31,village3,2023-05-16,2,100
toothbrush31,village3,2023-05-17,1,112
toothbrush31,village3,2023-05-18,0,0
toothbrush31,village3,2023-05-19,1,42
toothbrush31,village3,2023-05-20,0,0
toothbrush31,village3,2023-05-21,0,0
toothbrush31,village3,2023-05-22,1,89
toothbrush31,village3,2023-05-23,2,130
toothbrush31,village3,2023-05-24,0,0
toothbrush31,village3,2023-05-25,0,0
toothbrush31,village3,2023-05-26,0,0
toothbrush31,village3,2023-05-27,1,31
toothbrush31,village3,2023-05-28,2,176
toothbrush31,village3,2023-05-29,1,51
toothbrush31,village3,2023-05-30,0,0
toothbrush31,village3,2023-05-31,0,0
toothbrush31,village3,2023-06-01,0,0
toothbrush31,village3,2023-06-02,1,69
toothbrush31,village3,2023-06-03,1,62
toothbrush31,village3,2023-06-04,2,124
toothbrush31,village3,2023-06-05,2,94
toothbrush31,village3,2023-06-06,1,95
toothbrush31,village3,2023-06-07,1,115
toothbrush31,village3,2023-06-08,0,0
toothbrush31,village3,2023-06-09,1,50
toothbrush31,village3,2023-06-10,0,0
toothbrush31,village3,2023-06-11,1,52
toothbrush31,village3,2023-06-12,1,36
toothbrush31,village3,2023-06-13,1,66
toothbrush31,village3,2023-06-14,2,136
toothbrush31,village3,2023-06-15,2,179
toothbrush31,village3,2023-06-16,1,70
toothbrush31,village3,2023-06-17,2,149
toothbrush31,village3,2023-06-18,2,160
toothbrush31,village3,2023-06-19,0,0
toothbrush31,village3,2023-06-20,1,89
toothbrush31,village3,2023-06-21,0,0
toothbrush31,village3,2023-06-22,1,110
toothbrush31,village3,2023-06-23,0,0
toothbrush31,village3,2023-06-24,0,0
toothbrush31,village3,2023-06-25,1,118
toothbrush31,village3,2023-06-26,2,119
toothbrush31,village3,2023-06-27,2,163
toothbrush31,village3,2023-06-28,1,83
toothbrush31,village3,2023-06-29,0,0
toothbrush31,village3,2023-06-30,1,75
toothbrush31,village3,2023-07-01,1,46
toothbrush31,village3,2023-07-02,0,0
toothbrush31,village3,2023-07-03,1,51
toothbrush31,village3,2023-07-04,2,172
toothbrush31,village3,2023-07-05,2,145
toothbrush31,village3,2023-07-06,2,188
toothbrush31,village3,2023-07-07,1,32
toothbrush31,village3,2023-07-08,2,163
toothbrush31,village3,2023-07-09,2,177
toothbrush31,village3,2023-07-10,2,239
toothbrush31,village3,2023-07-11,1,61
toothbrush31,village3,2023-07-12,0,0
toothbrush31,village3,2023-07-13,0,0
toothbrush31,village3,2023-07-14,1,48
toothbrush31,village3,2023-07-15,1,47
toothbrush31,village3,2023-07-16,1,109
toothbrush31,village3,2023-07-17,2,164
toothbrush31,village3,2023-07-18,1,44
toothbrush31,village3,2023-07-19,2,190
toothbrush31,village3,2023-07-20,1,92
toothbrush31,village3,2023-07-21,2,167
toothbrush31,village3,2023-07-22,2,130
toothbrush31,village3,2023-07-23,2,133
toothbrush31,village3,2023-07-24,1,99
toothbrush31,village3,2023-07-25,1,53
toothbrush31,village3,2023-07-26,2,227
toothbrush31,village3,2023-07-27,1,101
toothbrush31,village3,2023-07-28,2,158
toothbrush31,village3,2023-07-29,0,0
toothbrush31,village3,2023-07-30,1,85
toothbrush31,village3,2023-07-31,2,115
toothbrush31,village3,2023-08-01,1,39
toothbrush31,village3,2023-08-02,2,208
toothbrush31,village3,2023-08-03,0,0
toothbrush31,village3,2023-08-04,2,77
toothbrush31,village3,2023-08-05,2,188
toothbrush31,village3,2023-08-06,0,0
toothbrush31,village3,2023-08-07,1,57
toothbrush31,village3,2023-08-08,2,218
toothbrush31,village3,2023-08-09,0,0
toothbrush31,village3,2023-08-10,0,0
toothbrush31,village3,2023-08-11,0,0
toothbrush31,village3,2023-08-12,1,37
toothbrush31,village3,2023-08-13,2,208
toothbrush31,village3,2023-08-14,1,42
toothbrush31,village3,2023-08-15,1,39
toothbrush31,village3,2023-08-16,0,0
toothbrush31,village3,2023-08-17,1,99
toothbrush31,village3,2023-08-18,1,112
toothbrush31,village3,2023-08-19,2,152
toothbrush31,village3,2023-08-20,1,117
toothbrush31,village3,2023-08-21,1,105
toothbrush31,village3,2023-08-22,0,0
toothbrush31,village3,2023-08-23,2,172
toothbrush31,village3,2023-08-24,0,0
toothbrush31,village3,2023-08-25,0,0
toothbrush31,village3,2023-08-26,1,63
toothbrush31,village3,2023-08-27,0,0
toothbrush31,village3,2023-08-28,0,0
toothbrush31,village3,2023-08-29,1,109
toothbrush31,village3,2023-08-30,0,0
toothbrush31,village3,2023-08-31,2,151
toothbrush31,village3,2023-09-01,0,0
toothbrush31,village3,2023-09-02,1,115
toothbrush31,village3,2023-09-03,0,0
toothbrush31,village3,2023-09-04,1,110
toothbrush31,village3,2023-09-05,2,147
toothbrush31,village3,2023-09-06,1,64
toothbrush31,village3,2023-09-07,1,31
toothbrush31,village3,2023-09-08,1,98
toothbrush31,village3,2023-09-09,2,146
toothbrush31,village3,2023-09-10,1,70
toothbrush31,village3,2023-09-11,1,70
toothbrush31,village3,2023-09-12,2,113
toothbrush31,village3,2023-09-13,0,0
toothbrush31,village3,2023-09-14,2,112
toothbrush31,village3,2023-09-15,0,0
toothbrush31,village3,2023-09-16,0,0
toothbrush31,village3,2023-09-17,1,113
toothbrush31,village3,2023-09-18,2,100
toothbrush31,village3,2023-09-19,0,0
toothbrush31,village3,2023-09-20,0,0
toothbrush31,village3,2023-09-21,1,60
toothbrush31,village3,2023-09-22,0,0
toothbrush31,village3,2023-09-23,0,0
toothbrush31,village3,2023-09-24,0,0
toothbrush31,village3,2023-09-25,1,74
toothbrush31,village3,2023-09-26,1,87
toothbrush31,village3,2023-09-27,2,138
toothbrush31,village3,2023-09-28,1,104
toothbrush31,village3,2023-09-29,0,0
toothbrush31,village3,2023-09-30,2,153
toothbrush31,village3,2023-10-01,0,0
toothbrush31,village3,2023-10-02,2,138
toothbrush31,village3,2023-10-03,0,0
toothbrush31,village3,2023-10-04,1,92
toothbrush31,village3,2023-10-05,0,0
toothbrush31,village3,2023-10-06,1,60
toothbrush31,village3,2023-10-07,1,67
toothbrush31,village3,2023-10-08,2,137
toothbrush31,village3,2023-10-09,1,115
toothbrush31,village3,2023-10-10,2,91
toothbrush31,village3,2023-10-11,1,100
toothbrush31,village3,2023-10-12,2,156
toothbrush31,village3,2023-10-13,2,102
toothbrush31,village3,2023-10-14,0,0
toothbrush31,village3,2023-10-15,0,0
toothbrush31,village3,2023-10-16,1,91
toothbrush31,village3,2023-10-17,1,110
toothbrush31,village3,2023-10-18,1,116
toothbrush31,village3,2023-10-19,2,161
toothbrush31,village3,2023-10-20,0,0
toothbrush31,village3,2023-10-21,1,87
toothbrush31,village3,2023-10-22,2,199
toothbrush31,village3,2023-10-23,1,48
toothbrush31,village3,2023-10-24,1,51
toothbrush31,village3,2023-10-25,2,151
toothbrush31,village3,2023-10-26,1,43
toothbrush31,village3,2023-10-27,2,166
toothbrush31,village3,2023-10-28,2,139
toothbrush31,village3,2023-10-29,1,54
toothbrush31,village3,2023-10-30,0,0
toothbrush31,village3,2023-10-31,1,87
toothbrush31,village3,2023-11-01,0,0
toothbrush31,village3,2023-11-02,2,103
toothbrush31,village3,2023-11-03,1,31
toothbrush31,village3,2023-11-04,0,0
toothbrush31,village3,2023-11-05,1,92
toothbrush31,village3,2023-11-06,2,134
toothbrush31,village3,2023-11-07,2,194
toothbrush31,village3,2023-11-08,1,68
toothbrush31,village3,2023-11-09,1,30
toothbrush31,village3,2023-11-10,0,0
toothbrush31,village3,2023-11-11,0,0
toothbrush31,village3,2023-11-12,0,0
toothbrush31,village3,2023-11-13,0,0
toothbrush31,village3,2023-11-14,2,185
toothbrush31,village3,2023-11-15,1,56
toothbrush31,village3,2023-11-16,2,111
toothbrush31,village3,2023-11-17,2,180
toothbrush31,village3,2023-11-18,1,74
toothbrush31,village3,2023-11-19,2,232
toothbrush31,village3,2023-11-20,0,0
toothbrush31,village3,2023-11-21,1,120
toothbrush31,village3,2023-11-22,2,144
toothbrush31,village3,2023-11-23,2,178
toothbrush31,village3,2023-11-24,2,147
toothbrush31,village3,2023-11-25,2,148
toothbrush31,village3,2023-11-26,1,80
toothbrush31,village3,2023-11-27,0,0
toothbrush31,village3,2023-11-28,2,95
toothbrush31,village3,2023-11-29,0,0
toothbrush31,village3,2023-11-30,0,0
toothbrush31,village3,2023-12-01,1,107
toothbrush31,village3,2023-12-02,1,47
toothbrush31,village3,2023-12-03,0,0
toothbrush31,village3,2023-12-04,1,94
toothbrush31,village3,2023-12-05,2,137
toothbrush31,village3,2023-12-06,2,158
toothbrush31,village3,2023-12-07,1,98
toothbrush31,village3,2023-12-08,0,0
toothbrush31,village3,2023-12-09,1,83
toothbrush31,village3,2023-12-10,0,0
toothbrush31,village3,2023-12-11,0,0
toothbrush31,village3,2023-12-12,1,73
toothbrush31,village3,2023-12-13,1,31
toothbrush31,village3,2023-12-14,0,0
toothbrush31,village3,2023-12-15,2,123
toothbrush31,village3,2023-12-16,1,30
toothbrush31,village3,2023-12-17,2,151
toothbrush31,village3,2023-12-18,1,44
toothbrush31,village3,2023-12-19,2,115
toothbrush31,village3,2023-12-20,0,0
toothbrush31,village3,2023-12-21,0,0
toothbrush31,village3,2023-12-22,0,0
toothbrush31,village3,2023-12-23,1,74
toothbrush31,village3,2023-12-24,1,117
toothbrush31,village3,2023-12-25,0,0
toothbrush31,village3,2023-12-26,1,46
toothbrush31,village3,2023-12-27,1,120
toothbrush31,village3,2023-12-28,1,88
toothbrush31,village3,2023-12-29,1,56
toothbrush31,village3,2023-12-30,0,0
toothbrush31,village3,2023-12-31,2,128
toothbrush32,village4,2023-01-01,1,120
toothbrush32,village4,2023-01-02,2,102
toothbrush32,village4,2023-01-03,2,125
toothbrush32,village4,2023-01-04,1,101
toothbrush32,village4,2023-01-05,0,0
toothbrush32,village4,2023-01-06,0,0
toothbrush32,village4,2023-01-07,2,180
toothbrush32,village4,2023-01-08,2,210
toothbrush32,village4,2023-01-09,1,83
toothbrush32,village4,2023-01-10,2,163
toothbrush32,village4,2023-01-11,0,0
toothbrush32,village4,2023-01-12,0,0
toothbrush32,village4,2023-01-13,2,163
toothbrush32,village4,2023-01-14,0,0
toothbrush32,village4,2023-01-15,2,189
toothbrush32,village4,2023-01-16,0,0
toothbrush32,village4,2023-01-17,2,166
toothbrush32,village4,2023-01-18,2,93
toothbrush32,village4,2023-01-19,2,117
toothbrush32,village4,2023-01-20,1,115
toothbrush32,village4,2023-01-21,1,35
toothbrush32,village4,2023-01-22,2,148
toothbrush32,village4,2023-01-23,2,88
toothbrush32,village4,2023-01-24,0,0
toothbrush32,village4,2023-01-25,0,0
toothbrush32,village4,2023-01-26,0,0
toothbrush32,village4,2023-01-27,2,161
toothbrush32,village4,2023-01-28,1,68
toothbrush32,village4,2023-01-29,1,34
toothbrush32,village4,2023-01-30,2,197
toothbrush32,village4,2023-01-31,1,63
toothbrush32,village4,2023-02-01,1,44
toothbrush32,village4,2023-02-02,1,77
toothbrush32,village4,2023-02-03,0,0
toothbrush32,village4,2023-02-04,1,30
toothbrush32,village4,2023-02-05,1,53
toothbrush32,village4,2023-02-06,0,0
toothbrush32,village4,2023-02-07,2,180
toothbrush32,village4,2023-02-08,1,48
toothbrush32,village4,2023-02-09,0,0
toothbrush32,village4,2023-02-10,2,177
toothbrush32,village4,2023-02-11,0,0
toothbrush32,village4,2023-02-12,2,155
toothbrush32,village4,2023-02-13,1,63
toothbrush32,village4,2023-02-14,2,150
toothbrush32,village4,2023-02-15,1,66
toothbrush32,village4,2023-02-16,2,180
toothbrush32,village4,2023-02-17,1,67
toothbrush32,village4,2023-02-18,1,73
toothbrush32,village4,2023-02-19,0,0
toothbrush32,village4,2023-02-20,2,74
toothbrush32,village4,2023-02-21,0,0
toothbrush32,village4,2023-02-22,2,160
toothbrush32,village4,2023-02-23,0,0
toothbrush32,village4,2023-02-24,1,60
toothbrush32,village4,2023-02-25,2,146
toothbrush32,village4,2023-02-26,2,125
toothbrush32,village4,2023-02-27,0,0
toothbrush32,village4,2023-02-28,1,101
toothbrush32,village4,2023-03-01,2,158
toothbrush32,village4,2023-03-02,2,130
toothbrush32,village4,2023-03-03,0,0
toothbrush32,village4,2023-03-04,1,102
toothbrush32,village4,2023-03-05,0,0
toothbrush32,village4,2023-03-06,0,0
toothbrush32,village4,2023-03-07,0,0
toothbrush32,village4,2023-03-08,0,0
toothbrush32,village4,2023-03-09,1,106
toothbrush32,village4,2023-03-10,1,113
toothbrush32,village4,2023-03-11,0,0
toothbrush32,village4,2023-03-12,1,54
toothbrush32,village4,2023-03-13,2,171
toothbrush32,village4,2023-03-14,2,155
toothbrush32,village4,2023-03-15,1,61
toothbrush32,village4,2023-03-16,0,0
toothbrush32,village4,2023-03-17,2,101
toothbrush32,village4,2023-03-18,0,0
toothbrush32,village4,2023-03-19,1,109
toothbrush32,village4,2023-03-20,0,0
toothbrush32,village4,2023-03-21,0,0
toothbrush32,village4,2023-03-22,1,45
toothbrush32,village4,2023-03-23,2,130
toothbrush32,village4,2023-03-24,0,0
toothbrush32,village4,2023-03-25,2,150
toothbrush32,village4,2023-03-26,0,0
toothbrush32,village4,2023-03-27,1,101
toothbrush32,village4,2023-03-28,1,39
toothbrush32,village4,2023-03-29,0,0
toothbrush32,village4,2023-03-30,2,217
toothbrush32,village4,2023-03-31,2,158
toothbrush32,village4,2023-04-01,0,0
toothbrush32,village4,2023-04-02,2,79
toothbrush32,village4,2023-04-03,0,0
toothbrush32,village4,2023-04-04,2,144
toothbrush32,village4,2023-04-05,1,61
toothbrush32,village4,2023-04-06,2,219
toothbrush32,village4,2023-04-07,1,44
toothbrush32,village4,2023-04-08,2,201
toothbrush32,village4,2023-04-09,2,195
toothbrush32,village4,2023-04-10,1,79
toothbrush32,village4,2023-04-11,1,91
toothbrush32,village4,2023-04-12,0,0
toothbrush32,village4,2023-04-13,1,96
toothbrush32,village4,2023-04-14,1,84
toothbrush32,village4,2023-04-15,2,204
toothbrush32,village4,2023-04-16,2,137
toothbrush32,village4,2023-04-17,0,0
toothbrush32,village4,2023-04-18,0,0
toothbrush32,village4,2023-04-19,1,113
toothbrush32,village4,2023-04-20,0,0
toothbrush32,village4,2023-04-21,2,144
toothbrush32,village4,2023-04-22,1,83
toothbrush32,village4,2023-04-23,0,0
toothbrush32,village4,2023-04-24,2,132
toothbrush32,village4,2023-04-25,2,180
toothbrush32,village4,2023-04-26,1,83
toothbrush32,village4,2023-04-27,1,86
toothbrush32,village4,2023-04-28,2,152
toothbrush32,village4,2023-04-29,1,64
toothbrush32,village4,2023-04-30,2,208
toothbrush32,village4,2023-05-01,1,108
toothbrush32,village4,2023-05-02,1,52
toothbrush32,village4,2023-05-03,2,156
toothbrush32,village4,2023-05-04,0,0
toothbrush32,village4,2023-05-05,1,89
toothbrush32,village4,2023-05-06,0,0
toothbrush32,village4,2023-05-07,0,0
toothbrush32,village4,2023-05-08,1,53
toothbrush32,village4,2023-05-09,0,0
toothbrush32,village4,2023-05-10,2,179
toothbrush32,village4,2023-05-11,0,0
toothbrush32,village4,2023-05-12,0,0
toothbrush32,village4,2023-05-13,2,209
toothbrush32,village4,2023-05-14,0,0
toothbrush32,village4,2023-05-15,2,198
toothbrush32,village4,2023-05-16,0,0
toothbrush32,village4,2023-05-17,2,183
toothbrush32,village4,2023-05-18,1,32
toothbrush32,village4,2023-05-19,1,55
toothbrush32,village4,2023-05-20,2,197
toothbrush32,village4,2023-05-21,1,99
toothbrush32,village4,2023-05-22,1,78
toothbrush32,village4,2023-05-23,2,208
toothbrush32,village4,2023-05-24,1,102
toothbrush32,village4,2023-05-25,1,44
toothbrush32,village4,2023-05-26,0,0
toothbrush32,village4,2023-05-27,0,0
toothbrush32,village4,2023-05-28,0,0
toothbrush32,village4,2023-05-29,2,128
toothbrush32,village4,2023-05-30,0,0
toothbrush32,village4,2023-05-31,0,0
toothbrush32,village4,2023-06-01,2,192
toothbrush32,village4,2023-06-02,2,184
toothbrush32,village4,2023-06-03,1,106
toothbrush32,village4,2023-06-04,0,0
toothbrush32,village4,2023-06-05,1,76
toothbrush32,village4,2023-06-06,2,164
toothbrush32,village4,2023-06-07,1,65
toothbrush32,village4,2023-06-08,1,33
toothbrush32,village4,2023-06-09,0,0
toothbrush32,village4,2023-06-10,1,31
toothbrush32,village4,2023-06-11,1,44
toothbrush32,village4,2023-06-12,2,128
toothbrush32,village4,2023-06-13,1,92
toothbrush32,village4,2023-06-14,1,48
toothbrush32,village4,2023-06-15,2,169
toothbrush32,village4,2023-06-16,2,188
toothbrush32,village4,2023-06-17,2,151
toothbrush32,village4,2023-06-18,1,84
toothbrush32,village4,2023-06-19,2,107
toothbrush32,village4,2023-06-20,1,88
toothbrush32,village4,2023-06-21,0,0
toothbrush32,village4,2023-06-22,1,107
toothbrush32,village4,2023-06-23,2,179
toothbrush32,village4,2023-06-24,2,85
toothbrush32,village4,2023-06-25,2,134
toothbrush32,village4,2023-06-26,2,129
toothbrush32,village4,2023-06-27,2,141
toothbrush32,village4,2023-06-28,2,155
toothbrush32,village4,2023-06-29,2,159
toothbrush32,village4,2023-06-30,2,109
toothbrush32,village4,2023-07-01,1,101
toothbrush32,village4,2023-07-02,1,104
toothbrush32,village4,2023-07-03,1,48
toothbrush32,village4,2023-07-04,0,0
toothbrush32,village4,2023-07-05,0,0
toothbrush32,village4,2023-07-06,0,0
toothbrush32,village4,2023-07-07,2,190
toothbrush32,village4,2023-07-08,0,0
toothbrush32,village4,2023-07-09,0,0
toothbrush32,village4,2023-07-10,2,198
toothbrush32,village4,2023-07-11,0,0
toothbrush32,village4,2023-07-12,2,147
toothbrush32,village4,2023-07-13,2,95
toothbrush32,village4,2023-07-14,0,0
toothbrush32,village4,2023-07-15,0,0
toothbrush32,village4,2023-07-16,2,174
toothbrush32,village4,2023-07-17,2,123
toothbrush32,village4,2023-07-18,2,136
toothbrush32,village4,2023-07-19,1,71
toothbrush32,village4,2023-07-20,0,0
toothbrush32,village4,2023-07-21,2,177
toothbrush32,village4,2023-07-22,1,88
toothbrush32,village4,2023-07-23,0,0
toothbrush32,village4,2023-07-24,0,0
toothbrush32,village4,2023-07-25,0,0
toothbrush32,village4,2023-07-26,1,48
toothbrush32,village4,2023-07-27,2,72
toothbrush32,village4,2023-07-28,2,98
toothbrush32,village4,2023-07-29,0,0
toothbrush32,village4,2023-07-30,0,0
toothbrush32,village4,2023-07-31,1,99
toothbrush32,village4,2023-08-01,0,0
toothbrush32,village4,2023-08-02,1,63
toothbrush32,village4,2023-08-03,1,53
toothbrush32,village4,2023-08-04,1,82
toothbrush32,village4,2023-08-05,1,43
toothbrush32,village4,2023-08-06,0,0
toothbrush32,village4,2023-08-07,2,156
toothbrush32,village4,2023-08-08,1,78
toothbrush32,village4,2023-08-09,2,145
toothbrush32,village4,2023-08-10,2,116
toothbrush32,village4,2023-08-11,0,0
toothbrush32,village4,2023-08-12,0,0
toothbrush32,village4,2023-08-13,2,205
toothbrush32,village4,2023-08-14,0,0
toothbrush32,village4,2023-08-15,2,154
toothbrush32,village4,2023-08-16,2,106
toothbrush32,village4,2023-08-17,1,92
toothbrush32,village4,2023-08-18,0,0
toothbrush32,village4,2023-08-19,2,173
toothbrush32,village4,2023-08-20,1,104
toothbrush32,village4,2023-08-21,0,0
toothbrush32,village4,2023-08-22,2,136
toothbrush32,village4,2023-08-23,1,51
toothbrush32,village4,2023-08-24,1,62
toothbrush32,village4,2023-08-25,0,0
toothbrush32,village4,2023-08-26,2,76
toothbrush32,village4,2023-08-27,0,0
toothbrush32,village4,2023-08-28,0,0
toothbrush32,village4,2023-08-29,0,0
toothbrush32,village4,2023-08-30,0,0
toothbrush32,village4,2023-08-31,1,111
toothbrush32,village4,2023-09-01,2,100
toothbrush32,village4,2023-09-02,2,85
toothbrush32,village4,2023-09-03,2,168
toothbrush32,village4,2023-09-04,1,72
toothbrush32,village4,2023-09-05,0,0
toothbrush32,village4,2023-09-06,1,57
toothbrush32,village4,2023-09-07,2,180
toothbrush32,village4,2023-09-08,2,177
toothbrush32,village4,2023-09-09,2,153
toothbrush32,village4,2023-09-10,2,200
toothbrush32,village4,2023-09-11,1,84
toothbrush32,village4,2023-09-12,1,69
toothbrush32,village4,2023-09-13,2,81
toothbrush32,village4,2023-09-14,2,146
toothbrush32,village4,2023-09-15,0,0
toothbrush32,village4,2023-09-16,2,116
toothbrush32,village4,2023-09-17,0,0
toothbrush32,village4,2023-09-18,2,138
toothbrush32,village4,2023-09-19,2,154
toothbrush32,village4,2023-09-20,1,82
toothbrush32,village4,2023-09-21,2,150
toothbrush32,village4,2023-09-22,0,0
toothbrush32,village4,2023-09-23,2,164
toothbrush32,village4,2023-09-24,1,33
toothbrush32,village4,2023-09-25,1,45
toothbrush32,village4,2023-09-26,1,55
toothbrush32,village4,2023-09-27,1,112
toothbrush32,village4,2023-09-28,2,156
toothbrush32,village4,2023-09-29,1,116
toothbrush32,village4,2023-09-30,1,77
toothbrush32,village4,2023-10-01,2,157
toothbrush32,village4,2023-10-02,2,138
toothbrush32,village4,2023-10-03,1,97
toothbrush32,village4,2023-10-04,2,215
toothbrush32,village4,2023-10-05,2,155
toothbrush32,village4,2023-10-06,1,82
toothbrush32,village4,2023-10-07,1,36
toothbrush32,village4,2023-10-08,2,178
toothbrush32,village4,2023-10-09,0,0
toothbrush32,village4,2023-10-10,0,0
toothbrush32,village4,2023-10-11,1,76
toothbrush32,village4,2023-10-12,1,118
toothbrush32,village4,2023-10-13,2,165
toothbrush32,village4,2023-10-14,1,54
toothbrush32,village4,2023-10-15,2,226
toothbrush32,village4,2023-10-16,2,147
toothbrush32,village4,2023-10-17,0,0
toothbrush32,village4,2023-10-18,0,0
toothbrush32,village4,2023-10-19,2,174
toothbrush32,village4,2023-10-20,1,56
toothbrush32,village4,2023-10-21,0,0
toothbrush32,village4,2023-10-22,1,111
toothbrush32,village4,2023-10-23,0,0
toothbrush32,village4,2023-10-24,0,0
toothbrush32,village4,2023-10-25,2,162
toothbrush32,village4,2023-10-26,0,0
toothbrush32,village4,2023-10-27,0,0
toothbrush32,village4,2023-10-28,1,119
toothbrush32,village4,2023-10-29,0,0
toothbrush32,village4,2023-10-30,0,0
toothbrush32,village4,2023-10-31,2,211
toothbrush32,village4,2023-11-01,1,77
toothbrush32,village4,2023-11-02,0,0
toothbrush32,village4,2023-11-03,0,0
toothbrush32,village4,2023-11-04,1,87
toothbrush32,village4,2023-11-05,0,0
toothbrush32,village4,2023-11-06,0,0
toothbrush32,village4,2023-11-07,0,0
toothbrush32,village4,2023-11-08,0,0
toothbrush32,village4,2023-11-09,0,0
toothbrush32,village4,2023-11-10,2,104
toothbrush32,village4,2023-11-11,0,0
toothbrush32,village4,2023-11-12,0,0
toothbrush32,village4,2023-11-13,2,98
toothbrush32,village4,2023-11-14,0,0
toothbrush32,village4,2023-11-15,1,86
toothbrush32,village4,2023-11-16,2,118
toothbrush32,village4,2023-11-17,1,75
toothbrush32,village4,2023-11-18,1,62
toothbrush32,village4,2023-11-19,2,175
toothbrush32,village4,2023-11-20,0,0
toothbrush32,village4,2023-11-21,0,0
toothbrush32,village4,2023-11-22,0,0
toothbrush32,village4,2023-11-23,0,0
toothbrush32,village4,2023-11-24,0,0
toothbrush32,village4,2023-11-25,0,0
toothbrush32,village4,2023-11-26,0,0
toothbrush32,village4,2023-11-27,1,40
toothbrush32,village4,2023-11-28,1,78
toothbrush32,village4,2023-11-29,2,101
toothbrush32,village4,2023-11-30,2,153
toothbrush32,village4,2023-12-01,0,0
toothbrush32,village4,2023-12-02,0,0
toothbrush32,village4,2023-12-03,0,0
toothbrush32,village4,2023-12-04,1,64
toothbrush32,village4,2023-12-05,2,134
toothbrush32,village4,2023-12-06,0,0
toothbrush32,village4,2023-12-07,0,0
toothbrush32,village4,2023-12-08,0,0
toothbrush32,village4,2023-12-09,0,0
toothbrush32,village4,2023-12-10,0,0
toothbrush32,village4,2023-12-11,1,39
toothbrush32,village4,2023-12-12,0,0
toothbrush32,village4,2023-12-13,2,172
toothbrush32,village4,2023-12-14,0,0
toothbrush32,village4,2023-12-15,2,174
toothbrush32,village4,2023-12-16,0,0
toothbrush32,village4,2023-12-17,2,160
toothbrush32,village4,2023-12-18,1,71
toothbrush32,village4,2023-12-19,2,118
toothbrush32,village4,2023-12-20,0,0
toothbrush32,village4,2023-12-21,1,72
toothbrush32,village4,2023-12-22,0,0
toothbrush32,village4,2023-12-23,1,64
toothbrush32,village4,2023-12-24,2,111
toothbrush32,village4,2023-12-25,1,108
toothbrush32,village4,2023-12-26,1,54
toothbrush32,village4,2023-12-27,2,141
toothbrush32,village4,2023-12-28,0,0
toothbrush32,village4,2023-12-29,1,73
